Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.o9u0BkCU2NC71jbMWivRKfGjP-oq9AUZt95pJRPOpCA HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjN9.FeDulwTH1Vfot0WTpGEif5q3v0gXpI8pqs5LHsqbs1s HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.o9u0BkCU2NC71jbMWivRKfGjP-oq9AUZt95pJRPOpCA HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //dm/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:33] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //dm/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //dm/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //dm/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:34] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST /message/unreact/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:35] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/unreact/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST /message/unreact/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:36] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/react/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST /message/unreact/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:37] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/unreact/v1 HTTP/1.1" 400 -
response 400 Bad Request: This email has no registered user. <Response 150 bytes [400 BAD REQUEST]>
response 400 Bad Request: Incorrect password. <Response 135 bytes [400 BAD REQUEST]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: The given reset code is invalid. <Response 148 bytes [400 BAD REQUEST]>
response 400 Bad Request: The given password is too short. <Response 148 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email is of invalid format. <Response 143 bytes [400 BAD REQUEST]>
response 400 Bad Request: This email is already registered. <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: This password is too short. <Response 143 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name must be between 1-50 characters. <Response 159 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name must be between 1-50 characters. <Response 159 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name must be between 1-50 characters. <Response 158 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name must be between 1-50 characters. <Response 158 bytes [400 BAD REQUEST]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 400 Bad Request: u_id provided is not valid; this user does not exist. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is not a member of the channel. <Response 170 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is already an owner of the channel. <Response 174 bytes [400 BAD REQUEST]>
response 403 Forbidden: auth_user does not have owner permissions. <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel name is too short, minimum is 1 character. <Response 171 bytes [400 BAD REQUEST]>
response 400 Bad Request: This channel name is too long, maximum is 20 characters. <Response 172 bytes [400 BAD REQUEST]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: u_id provided is not valid; this user does not exist. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is already a member of the channel. <Response 174 bytes [400 BAD REQUEST]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: auth_user_id is already a member of the channel. <Response 164 bytes [400 BAD REQUEST]>
response 403 Forbidden: Access Denied. Badgers is a private channel. <Response 156 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 403 Forbidden: The user is not a member of this channel. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: The token provided was invalid. <Response 143 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel_id does not correspond to an existing channel. <Response 175 bytes [400 BAD REQUEST]>
response 400 Bad Request: u_id provided is not valid; this user does not exist. <Response 169 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is not an owner of the channel. <Response 170 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is the only owner of the channel; cannot be removed. <Response 191 bytes [400 BAD REQUEST]>
response 400 Bad Request: User with user id u_id is the only owner of the channel; cannot be removed. <Response 191 bytes [400 BAD REQUEST]>
response 403 Forbidden: auth_user does not have owner permissions. <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user does not have owner permissions. <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: auth_user is not a member of the channel. <Response 153 bytes [403 FORBIDDEN]>
response 400 Bad Request: A user id in the list of members is invalid <Response 159 bytes [400 BAD REQUEST]>
response 400 Bad Request: Cannot create DM, There exists duplicate user ids in members list <Response 181 bytes [400 BAD REQUEST]>
response 400 Bad Request: dm_id does not refer to a valid DM <Response 150 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not apart of this DM and cannot interact with it <Response 168 bytes [403 FORBIDDEN]>
response 400 Bad Request: dm_id does not refer to a valid DM <Response 150 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not apart of this DM and cannot interact with it <Response 168 bytes [403 FORBIDDEN]>
response 400 Bad Request: dm_id does not refer to a valid DM <Response 150 bytes [400 BAD REQUEST]>
response 403 Forbidden: You are not a part of this DM and cannot interact with it <Response 169 bytes [403 FORBIDDEN]>
response 403 Forbidden: You do not have permission to remove this DM, only the owner does <Response 177 bytes [403 FORBIDDEN]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: message_id is not a valid message within a channel or DM that the authorised user has joined <Response 208 bytes [400 BAD REQUEST]>
response 400 Bad Request: react_id is not a valid react ID <Response 148 bytes [400 BAD REQUEST]>
response 400 Bad Request: react_id is not a valid react ID <Response 148 bytes [400 BAD REQUEST]>
response 400 Bad Request: the message does not contain a react with ID react_id from the authorised user <Response 194 bytes [400 BAD REQUEST]>
response127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/unreact/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:38] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST /message/senddm/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST /message/react/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "GET /dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.o9u0BkCU2NC71jbMWivRKfGjP-oq9AUZt95pJRPOpCA&dm_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:06:39] "POST /message/send/v1 HTTP/1.1" 200 -
